subjectID,P,T,W,M,a_subject,v_subject_shift,t0_subject
36,9,509,241,750,3.840111414152688,-0.06651263629567201,0.23596064884396556
37,128,354,1091,1445,3.5816977384505986,0.06791852465103683,0.21630665297733148
38,124,33,998,1031,4.100070425909209,-0.03562069336392667,0.20313803738729963
39,41,592,597,1189,3.5613622444052346,-0.28270171964963703,0.2213761899893817
40,94,275,685,960,3.4880907081975434,0.19781292427510788,0.18247047671015942
41,24,180,627,807,2.916591750152638,-0.5477622873886667,0.1956707768184576
42,113,536,1046,1582,3.664127763380898,-0.08927303100568705,0.2216637559460357
43,105,450,1187,1637,3.7716010202530663,-0.12403969091078318,0.17199409728657555
44,53,452,341,793,2.7738771360702867,0.02963577557428297,0.20840686662438207
45,10,173,737,910,3.380200671265005,0.1123323615605471,0.20798264239767733
46,145,595,217,812,2.9200484424495916,0.22535296165220708,0.22953838725233244
47,66,277,787,1064,4.7955050597535855,-0.14248097467043205,0.17625566870416648
48,133,323,522,845,3.269415771562031,0.11731646746669636,0.2241444658554745
49,101,453,636,1089,4.401321165978686,0.03916367757629222,0.19160793885276647
50,116,399,793,1192,3.485006002628905,-0.34230787503664467,0.1932948581013222
51,113,111,620,731,2.9453112727460558,0.380108051086822,0.18166993419560312
52,29,188,712,900,2.7495703541092653,-0.2877550254480399,0.18368221943799612
53,54,223,1194,1417,3.3576305304586698,0.083899454461943,0.20605283521180884
54,70,569,1253,1822,3.713670410689629,0.07799198883954955,0.18331502127827967
55,74,431,207,638,2.6465610793960033,0.05512735646581543,0.21110426500479373
56,6,226,691,917,3.5699211667116315,-0.09891537643232151,0.1900555092954537
57,81,443,1300,1743,4.3471617648345955,0.16545053022810047,0.1818044929122703
58,23,445,889,1334,3.943434231467333,-0.3120734947886191,0.1920828628046016
59,111,242,466,708,3.3433948065440457,-0.013165757734784584,0.2050506078763446
60,102,247,971,1218,3.560744937154117,-0.11277493531049171,0.1958397010710347
61,138,537,388,925,4.708164899435253,-0.1354595884134063,0.200513151774992
62,111,341,228,569,1.1769239871642836,0.08574955749070916,0.21044311192754128
63,54,98,1022,1120,3.1686306544026484,0.21549570854393663,0.21623632177425423
64,145,434,869,1303,2.943966251870639,-0.06865115236737322,0.19534857037115855
65,61,357,1183,1540,4.858351420059988,0.1561362179851555,0.18433666976635762
66,48,310,648,958,3.9328701866145406,0.009948133088919696,0.20114141718383777
67,135,437,1310,1747,3.4195391087706897,-0.1785464418476017,0.20705974379156109
68,55,545,747,1292,4.270253971584883,-0.05159041864821277,0.17808912041042074
69,11,204,1159,1363,3.969425985132544,-0.05989717815832299,0.18664087554488623
70,70,257,330,587,1.816301575388905,-0.13933198250108933,0.1892121965605559
71,119,121,326,447,0.4100040454625848,0.08569658573116676,0.19688266716919436
72,28,391,1217,1608,3.4565606790664205,0.04692923754095185,0.18858449144559822
73,69,247,1284,1531,3.3499352348067286,-0.31812993965388364,0.21060561087645352
74,19,211,1425,1636,2.5341310875152177,-0.3303051990478716,0.17592300197812374
75,102,420,622,1042,4.122960031857034,0.08493689064115088,0.17630421954208364
76,71,250,228,478,0.6560743976899807,-0.16305728575890693,0.19499166782732807
77,49,283,1473,1756,3.9993626961212345,0.0604082310200648,0.19736520793790216
78,34,269,981,1250,4.866959666624545,0.15618631562183768,0.17818034190712845
79,84,162,521,683,2.3740469347998068,-0.25419056748111185,0.19089876736028655
80,100,84,1192,1276,3.368672326127364,-0.282307450915237,0.19398434273871368
81,141,498,1375,1873,3.664067802525111,0.3348863364790591,0.19410053079466782
82,65,64,570,634,2.414525778166693,0.07031415659249181,0.2022782222493394
83,24,201,1200,1401,3.2928813190497817,-0.08384813133465419,0.19007631673364658
84,124,403,1223,1626,3.2591666481783492,-0.18678809052925271,0.2221675445001241
85,94,87,852,939,4.034872009046268,-0.10208816978145592,0.2073230695960036
86,105,396,1022,1418,3.8033995149493656,-0.23811446722266205,0.18789329719038017
87,14,442,550,992,2.4472898286207974,0.17668243481811807,0.20141767240051361
88,46,401,1407,1808,2.938271762929731,-0.1553502307212642,0.20186022977908408
89,115,189,1478,1667,4.410564902280455,0.21870691764325342,0.21822082211746674
90,124,21,1475,1496,3.8165510511778487,-0.08012578395400226,0.19099426356625473
91,65,533,1158,1691,3.188355931401454,-0.20867003672346296,0.2115100804658086
92,120,202,255,457,0.5644884064329305,-0.08526031760276029,0.20062781713673716
93,126,484,676,1160,3.5938582054527743,-0.5248333555002834,0.2223734977467315
94,58,126,778,904,3.8148147715150307,-0.024153715334801387,0.21936337178959114
95,134,105,1447,1552,2.8663274652922066,-0.034023838226031715,0.202954689568889
96,43,469,911,1380,3.144599012907499,0.16494854930959355,0.19606576068475912
97,35,564,897,1461,3.746713179563796,-0.3772609855966759,0.20759908864519186
98,102,517,390,907,3.388778323213076,0.23237327217270956,0.19729324959309252
99,95,453,1231,1684,3.9087273490240118,0.16411985899953122,0.22520460658967503
100,20,155,637,792,2.5606560071558637,0.25040871273973253,0.2011770511726552
101,124,548,319,867,3.547198121649176,-0.010544275200827484,0.19391536051230746
102,29,404,1483,1887,4.189444370300775,0.2027793668205511,0.19310577370889112
103,120,111,447,558,1.2764145191053653,-0.29424880698138106,0.1818044662220194
104,1,86,221,307,0.15524420347437198,0.1426095130409066,0.20834838692139984
105,119,523,301,824,3.206828670547393,-0.15423255241998907,0.18769983196040746
106,118,172,788,960,3.065421647230539,-0.33028036648458725,0.21647222378281622
107,117,461,333,794,3.113673569785848,-0.22482810363287214,0.18060597418997643
108,99,91,1295,1386,4.278590164404666,0.0011062277258541147,0.20190862173459875
109,70,175,866,1041,3.4932633672536055,-0.1648598416435207,0.21725335637746182
110,105,177,621,798,2.741051021748763,0.07521470633916,0.16771629403064547
111,41,175,204,379,0.2746704931315788,-0.3616475110008035,0.2302739831568828
112,117,408,823,1231,3.701729293630623,-0.42541950872317236,0.19362072204202838
113,83,549,396,945,3.2937405516460894,0.2744774868287152,0.2021164307324321
114,68,547,1471,2018,3.862061090455051,0.1807600258802869,0.20857173838274518
115,75,447,578,1025,3.827735910436138,-0.20985936718276152,0.21089193584173332
116,85,129,817,946,3.9557234701414914,-0.0005999286941079028,0.20410825907389524
117,5,576,224,800,3.847957673409716,0.2039014120402648,0.21496076875559553
118,20,329,370,699,3.0167935473427843,0.0838401216581211,0.2077860606938272
119,36,332,469,801,2.7297546920071163,0.02964461923669568,0.22641321710048457
120,17,423,267,690,2.212539832135116,0.2190308162625194,0.20783491314281896
121,65,463,1143,1606,3.5589312368922847,-0.1461424950402441,0.2294695327982463
122,100,572,1429,2001,3.3563625439489067,0.00623568973292574,0.21351618260356486
123,98,353,1480,1833,2.985290380756464,-0.0035697276584783274,0.17291374811347607
124,70,369,545,914,3.222028042546573,-0.054552409534208514,0.23916654017581762
125,128,449,1225,1674,3.3436905883703463,-0.07796110228415043,0.19138483837284173
126,84,160,855,1015,3.1869616300712553,0.014573647565698148,0.22243316022802603
127,11,191,259,450,0.5213529433281039,0.006881499197105508,0.20040190164679159
128,114,379,317,696,3.063406791759388,-0.20968552850690517,0.2159163538640387
129,86,47,912,959,3.608013396389522,0.1603591819800895,0.1896728163370131
130,95,199,750,949,4.7887168602512755,-0.19527704155325165,0.20938616814634384
131,84,433,210,643,2.236930673241478,-0.04364668890943478,0.19620214181908394
132,83,585,1409,1994,3.4433614417662195,-0.0590560945440103,0.22368504667384834
133,13,316,1149,1465,3.601601019598744,0.07162072253184318,0.20658002251125515
134,83,245,853,1098,3.7129823951007066,-0.42382078804346657,0.2140391396195235
135,119,269,1483,1752,3.8349990572327215,0.17818196298589165,0.16753884692790397
136,45,414,1462,1876,4.721410549265266,-0.13539806952243283,0.19871640980317062
137,90,331,1466,1797,3.143507046327002,0.24399265895541086,0.20615827452587446
138,4,23,536,559,1.350944111810473,-0.09563298490323088,0.2033542235965956
139,52,328,1345,1673,3.71210410694338,-0.009768717146802101,0.21441735820576777
140,65,246,855,1101,2.733373151021488,0.38275720801368474,0.19451143632293819
141,147,423,1143,1566,4.0159211887180355,-0.05546764175873369,0.20073180657551948
142,32,526,1317,1843,4.284499598263269,0.24776997693469177,0.2177184014662249
143,41,577,412,989,3.0742702234280728,0.007809017112912019,0.16581966494831965
144,61,370,782,1152,3.580831445063157,0.08308376605869792,0.20884025752457513
145,148,223,367,590,1.056251805021672,0.013991717882274901,0.1949917276100967
146,128,271,563,834,2.6636603967075243,0.16957032526002483,0.18631522813169568
147,5,114,737,851,3.8528237681687822,-0.13710632257061026,0.20504816336413972
148,35,562,1312,1874,3.348125271762865,-0.1968097046038371,0.21841176945212984
149,123,509,1321,1830,3.001232732688985,-0.12771523807540436,0.21558715747226273
150,8,513,706,1219,3.716290844411721,0.019942075264818213,0.19797330453640058
151,128,203,627,830,3.0155606618901665,-0.04416375711006589,0.21313611445641423
152,42,200,889,1089,3.32077932058487,0.1420549752942353,0.21302101847668767
153,137,515,1385,1900,3.9992270142940223,0.260946339964304,0.1986894309426025
154,44,331,1469,1800,2.972645721608888,-0.19516766744700173,0.18960379172017688
155,65,425,494,919,2.988078022455411,-0.1467897583227865,0.19047148953316506
156,99,298,442,740,2.954606261926464,-0.2872478836625708,0.21256780023302208
157,18,271,1118,1389,4.121937746727894,0.4060745981518208,0.19936779779430966
158,83,382,591,973,4.168590261001798,0.06093389982436537,0.18430726670404118
159,75,489,459,948,3.1440079265221286,0.09596046401031555,0.17472705746736314
160,117,207,240,447,0.6090622889496616,-0.2680416770062097,0.21247747178144571
161,149,487,724,1211,3.1695250700554825,-0.00023399780137492665,0.19179832366603666
162,99,154,709,863,4.277814739186762,0.10184959688261706,0.20495581633483972
163,61,247,931,1178,2.97856371064586,-0.050551538106885,0.21859560360603686
164,60,548,460,1008,4.245596284472561,0.21514112496527893,0.18036613284719774
165,62,573,1128,1701,3.2454438372290966,0.46236622512856596,0.19932293929230735
166,122,555,1084,1639,4.687009014737961,-0.18941256541879037,0.19743958780671697
167,48,196,801,997,3.8467125220061096,-0.20441744919533936,0.20569614313441942
168,25,507,435,942,2.9546957806310696,-0.17555121310571534,0.21858739997630652
169,50,562,859,1421,3.3170892357494797,0.32123983200329814,0.1800582227800639
170,3,587,1077,1664,4.021741574192364,0.2084710634059369,0.20854696923058652
171,15,22,684,706,3.0958520536151823,-0.027105563558729697,0.21547285662490553
172,13,449,542,991,3.4918354484567664,0.007311932880174856,0.19720434404064827
173,115,598,858,1456,3.623421154318119,-0.16330872523934428,0.19793829510660316
174,108,461,661,1122,3.987946498372458,0.17800543154863682,0.20627674053477385
175,104,147,720,867,3.433400523925713,-0.07598036482171075,0.20517225616834683
176,69,459,653,1112,2.884270906981755,-0.05201530789099987,0.20873528911050684
177,107,72,594,666,2.083918149930995,0.12175795430585137,0.20841920789601825
178,24,293,1131,1424,3.7259815414593493,-0.037598987616644236,0.18527041541576525
179,135,379,798,1177,4.243122990076935,-0.04699319869956928,0.21485399746557415
180,75,279,806,1085,4.437889038135411,0.002115041105815015,0.21750174743285358
181,140,422,1049,1471,4.020282828987108,0.15907108275861534,0.20279124340535448
182,22,151,669,820,3.38056025740498,0.32929861509676667,0.177587670401755
183,74,367,331,698,2.911602692492488,0.1170972464492164,0.19827881440999864
184,104,390,1308,1698,3.2398993359275354,0.1606628447248534,0.20291608815410853
185,74,383,272,655,2.230416756644855,-0.03997081242022488,0.18283099643319775
186,66,180,943,1123,3.1381691425679183,-0.14155957263374339,0.19459792904634482
187,24,190,545,735,2.32336836873147,0.13079724644702304,0.17885945918662188
188,57,162,477,639,2.2540180501717906,0.034248164920114274,0.20910938337479668
189,35,282,254,536,1.06456114038048,-0.2845257297499499,0.2024893297235308
190,45,355,1370,1725,3.971280686004916,-0.0656139246851196,0.17531325252778635
191,102,223,757,980,3.809675018007932,-0.01657940469631072,0.20527197292372973
192,94,251,645,896,3.54721506297285,-0.10209157340569575,0.19915236578914564
193,91,178,1163,1341,3.898213914643707,0.29634711890842547,0.2077462142413161
194,54,139,250,389,0.3223091304562526,0.09596780738044336,0.1941270134936686
195,143,397,933,1330,3.8203805382305256,0.2746349835777296,0.18797780898885466
196,13,491,842,1333,3.2057803975945776,0.052685052330431914,0.18843733060313292
197,51,181,919,1100,3.774210767728797,0.016277567285015542,0.19192744675177395
198,17,517,361,878,3.729568676220382,-0.18731956352204984,0.20028237644871572
199,50,346,1438,1784,3.2383486793755583,0.002385906639313344,0.20221937698137188
200,144,108,510,618,1.976814809556743,0.002610785135088039,0.19713920183287847
201,54,225,1081,1306,3.260454637780822,-0.2734227768068466,0.19365020676505224
202,136,14,1171,1185,3.306164962190185,-0.10790549395407899,0.1947289509799178
203,74,33,647,680,2.064774956089817,-0.06465651970327248,0.23761587178260402
204,104,208,369,577,1.5804474898751133,0.0826959088111443,0.1884391227275269
205,68,278,585,863,3.894742914272718,0.09227002239714123,0.19163041987180712
206,39,480,1249,1729,3.8901656648156964,-0.11626369639304097,0.24940781162552222
207,114,89,1378,1467,4.664185164202435,0.09377392050837698,0.2063151995369083
208,145,505,1417,1922,3.497800978993062,-0.0364157858697034,0.17930029001144457
209,39,148,494,642,3.1605333304609107,-0.5739240049709914,0.21264030805965897
210,116,91,988,1079,3.448468865228758,-0.09694040639030847,0.1863494166619828
211,39,422,396,818,3.358189525774027,0.21579772802847572,0.21363592261707648
212,107,466,1123,1589,3.385028376801991,-0.33636115132553596,0.19683556580943978
213,118,366,740,1106,3.7770880653285235,0.022538240083108046,0.1934030622576589
214,67,78,1127,1205,4.041702284799698,0.31705224283705746,0.22413747453241376
215,110,78,1090,1168,3.526447413408105,-0.15212259060209615,0.20849602028988867
216,40,240,1490,1730,4.559372304675308,0.0004298160855371722,0.2145948415617381
217,11,275,835,1110,3.706542761848829,-0.26080325144558425,0.2065237951927992
218,14,599,643,1242,3.739970981442654,0.3254462283327144,0.19333333214310353
219,67,179,884,1063,3.079105314370168,-0.016666525399322858,0.20917031630387314
220,135,123,411,534,1.0863884800889323,0.00932536855880363,0.21813823089026693
221,19,568,345,913,3.3798650459427573,0.27086009310112447,0.2020210706527633
222,68,100,874,974,3.195640961195015,0.13229567892909622,0.2270246390651976
223,105,25,1273,1298,3.1777475508743285,-0.17512574649934798,0.21275730804802864
224,30,259,893,1152,5.022632323710797,-0.1294555848174632,0.20317973824657418
225,108,246,1216,1462,3.4570984160426352,0.09898626090465973,0.20377229796526727
226,45,375,431,806,2.495204192718005,-0.124824211012588,0.20205855693451438
227,121,527,784,1311,3.220329740506464,-0.4234486624241054,0.18123141821607514
228,86,560,997,1557,3.571904078555131,-0.010648159727815559,0.19864891706287094
229,82,180,651,831,3.54347084652201,-0.2960425322249619,0.2033177972801175
230,26,588,218,806,3.4587577194796335,0.3232563507127452,0.19375872318100207
231,69,383,295,678,2.7189766273730944,0.035357527552630545,0.20506515528057043
232,128,51,1405,1456,3.251152450879687,-0.1810350113487151,0.20031961235532666
233,2,563,986,1549,3.7835517874507136,-0.13972648293249076,0.21160537836648155
234,113,91,543,634,1.8267216388783802,-0.3778795175747841,0.209946685715986
235,73,357,536,893,3.09986896766112,-0.21989237735610076,0.20250729931377262
236,107,476,251,727,2.423766794154787,0.20326464050813986,0.17949180663047004
237,99,157,1428,1585,2.958113986307536,0.4463572290984783,0.22686084108021756
238,64,169,340,509,0.9984420892880317,0.1452793026397917,0.19787163502143287
239,46,290,1187,1477,3.971233492322978,-0.018408507724205835,0.19878670319457303
240,94,532,512,1044,4.079280359463134,-0.08639187513078334,0.19486218726950919
241,21,141,636,777,3.0941869452791577,-0.19129916271527247,0.19267382515901696
242,87,401,556,957,3.9094035626985937,0.4119531798679481,0.22316087072000787
243,14,277,1271,1548,2.6487014562214806,-0.037749740372874985,0.2207906648057912
244,97,75,242,317,0.18881595832226686,0.42312596601250085,0.20666590105366509
245,94,429,657,1086,3.6672219634497765,0.2787039019220122,0.19838749768353914
246,12,501,563,1064,3.9009648451504315,-0.34815928626925474,0.2092867697752063
247,113,349,554,903,3.629834796978051,-0.13319047915185836,0.2011069547265406
248,62,114,450,564,1.0503408067831184,-0.13380902483476448,0.19714665622515354
249,118,101,1386,1487,2.790666313823754,-0.015969272821147892,0.20507158882259496
250,6,259,692,951,3.122148154040445,-0.012062850622750698,0.19338263379581833
251,26,308,743,1051,3.862572976825608,0.5992478190796285,0.2037839639600515
252,74,335,700,1035,3.9220284776977636,-0.21544557489495175,0.20306331388432455
253,28,153,1474,1627,2.8612120081150576,0.045793987132877995,0.2090440403188689
254,49,305,640,945,2.9757395944460603,0.12330154849356063,0.1907129456378659
255,99,184,644,828,2.9116381329231897,-0.00031440089383923657,0.21065204529314813
256,21,414,626,1040,3.365733019156751,0.022036115556271607,0.18640532760574244
257,101,479,625,1104,2.8460678245466706,-0.20896177886131745,0.19141150022568143
258,15,395,316,711,2.130098874286906,0.021297238920536355,0.19206612411281385
259,26,10,985,995,3.0965851169901737,0.10227979923487439,0.18391922341439484
260,88,595,232,827,3.3051181137933665,0.06552011685422572,0.21523493425078496
261,119,24,493,517,0.7496184675136828,0.11404018078241829,0.18546421285715306
262,25,599,462,1061,3.50260877844865,0.28252158012724643,0.18951625493889993
263,44,28,578,606,2.1483647726412562,0.18739330838286836,0.21883111565729965
264,138,314,1183,1497,2.896670577436102,0.014258922699487392,0.19144125947219526
265,148,72,979,1051,3.4505683518565147,-0.2343516703766556,0.19717785972292856
266,87,66,1488,1554,4.153069960525756,-0.12000105494222389,0.18481956498625196
267,67,413,656,1069,3.343420117891995,-0.04392623038348307,0.21249426811434027
268,52,439,1407,1846,3.290205605081821,0.05046916626828947,0.212701043662866
269,91,79,258,337,0.23689845544358878,-0.09566655229987903,0.2110841885618517
270,88,586,855,1441,3.4338863917193003,-0.18714663983687033,0.20806294742290918
271,44,199,1238,1437,4.195455161395099,-0.23763973782406744,0.20110383666529216
272,3,197,891,1088,3.8027517527992765,-0.3302355518111062,0.19213434999593024
273,22,185,1413,1598,3.414705728267239,-0.04699014075491378,0.1877754604000097
274,143,282,608,890,3.6577705714537183,-0.293933088414061,0.21934858290142506
275,62,114,243,357,0.254408308201153,-0.20010513683147846,0.21147206407589886
276,72,260,1206,1466,4.15055708187843,-0.0787803745688605,0.18960043659199366
277,70,133,288,421,0.3939141901605184,-0.2671834618782868,0.20059747652334703
278,117,40,1194,1234,3.615871785383017,0.0759504376997394,0.19549827360522481
279,9,227,1153,1380,3.5653206964128947,0.14804461272113745,0.18307683941441377
280,12,406,1297,1703,3.9801754854392803,-0.10988540395507972,0.20266477064931954
281,41,460,822,1282,3.0430810397608457,-0.08740546152200035,0.19376761003641207
282,72,218,1364,1582,4.148942096174893,0.1074859540278155,0.18571195000556473
283,100,201,420,621,2.1273892919067454,-0.14279901944693582,0.17781301168787358
284,73,474,764,1238,2.883971773478732,-0.15654678231945904,0.17654294749691496
285,66,411,358,769,3.59003109668004,0.2392996956372581,0.19442860808458043
286,140,500,1196,1696,4.806326713762925,0.17683754774255744,0.1987235754436263
287,24,544,1128,1672,4.140898835828259,0.12031000046878391,0.18687048784756527
288,85,494,1248,1742,4.370523813050741,0.18512892427881858,0.20976109141485844
289,81,562,1193,1755,3.646065412421924,-0.3954557450734726,0.19901680187325557
290,71,255,600,855,2.5070339553834073,0.27076710935862147,0.20865327965897976
291,121,242,288,530,0.7200809116140374,0.07841242331674844,0.1972563381471844
292,40,199,1408,1607,3.737586089374792,0.202156276801147,0.18819323547189343
293,143,148,840,988,3.2139605072496695,0.07743235582327253,0.20171176356707923
294,49,451,322,773,2.638384389871182,0.009784964936031239,0.18105988231972517
295,81,431,1405,1836,3.566101503951228,-0.055061842472410916,0.20809157780954973
296,78,482,1492,1974,3.93241181459608,0.07342887537724109,0.185942761902303
297,127,108,779,887,2.6644400348368227,-0.06234958178091043,0.21377348789800174
298,65,299,1201,1500,3.3571917746693987,0.1735752200130225,0.19492316380637129
299,42,140,247,387,0.39081188094272384,-0.3172913289104401,0.21593800274464878
300,3,536,321,857,2.804686094681173,-0.10831517235885556,0.18316065217117528
301,54,167,559,726,3.170379991068259,0.4089646496953293,0.18983345448906772
302,123,94,1053,1147,3.3242462161967956,-0.1252160927144785,0.20571402420272858
303,1,346,373,719,2.986248374892145,-0.04773674461269561,0.21755745640140134
304,134,528,244,772,3.5558283657926397,-0.17651618667001526,0.22499913362472385
305,81,550,1069,1619,4.0001419732952925,0.06716913457716478,0.2006204924552131
306,21,66,1201,1267,4.0857638074851685,-0.14725297802843898,0.22756618446180135
307,45,202,1160,1362,2.976679306242184,-0.03712218696141002,0.19565503175261856
308,83,100,1238,1338,4.198757892498442,0.1697733072070141,0.2164815143354446
309,47,191,1243,1434,3.138796260360109,-0.13975268376296318,0.18586728504561043
310,16,324,983,1307,3.7369752533201215,0.15772222385304419,0.2063030076029488
311,99,175,875,1050,3.698367786046168,0.16444586311207132,0.16487460438715335
312,100,49,1313,1362,3.8600726546813178,0.21099121894385875,0.18317613482520315
313,17,310,652,962,3.6833077647854315,0.028108198983608057,0.2070001519712115
314,42,41,327,368,0.23446330287559478,0.6482518153953571,0.18031341721699215
315,36,143,1177,1320,2.8689296951646726,0.2109067393084164,0.20640424416183778
316,98,10,558,568,1.4271664135522373,0.0649755248813653,0.21359687181218545
317,109,61,1472,1533,3.700022397595794,-0.17518488281634703,0.19248019710922584
318,109,267,738,1005,4.148388711829483,-0.019411825174828198,0.18546570566488704
319,140,511,1307,1818,3.575825864122906,0.2852653953800068,0.19288720076217894
320,115,467,255,722,2.1935956386669946,0.3419069231252538,0.18551281521223723
321,48,68,1056,1124,4.099979085567015,0.29566582008804587,0.19848179662976126
322,16,30,782,812,3.035628444976743,0.15703846134592392,0.20153135937332123
323,92,209,801,1010,3.7229820932493602,-0.2511320412591144,0.1954098481535479
324,137,394,544,938,3.1433488799170313,0.09743236356513402,0.22511538860280234
325,146,450,1462,1912,4.487913926459984,-0.24828047561059954,0.18920894270469538
326,34,495,710,1205,3.1193001157113973,-0.2974942386761517,0.2208714976888297
327,35,211,1305,1516,3.4174285460928795,0.04783173691544772,0.1843814114553183
328,5,109,752,861,3.4074565375736285,0.10463988945395009,0.20109166354912325
329,21,25,262,287,0.10507330578680747,0.18067541969616097,0.21774658112822104
330,83,96,1343,1439,3.7776225443101454,0.0994272480772188,0.21697035728379976
331,82,48,440,488,0.9164805251421804,0.10631719714854966,0.1936961315344965
332,55,517,551,1068,3.3044880427867387,-0.1969305169984753,0.2083260458010702
333,46,168,1319,1487,3.8128412557006635,-0.020995336936933274,0.2063176862549634
334,124,495,1361,1856,2.1152974676281806,-0.3014233571268976,0.19190091232110892
335,69,336,1391,1727,3.5789326012927014,-0.40067382588003914,0.20923924905722113
336,121,327,753,1080,3.4029517336121966,0.14812854196861483,0.2279373825807856
337,144,278,1184,1462,3.1574415020007374,-0.15062487875819175,0.20707550997593946
338,47,493,626,1119,4.160799251812793,0.1744997004286107,0.20849534568606007
339,30,35,1162,1197,3.415105408239181,0.22166951557600775,0.21008232467301063
340,142,64,853,917,3.362907924713487,-0.12386346492463954,0.1780853508896729
341,95,259,267,526,0.9141867435850528,0.11806221891105982,0.20690337009809434
342,43,242,743,985,2.511475884356414,-0.13223134572272832,0.1847486063774221
343,93,331,808,1139,2.975154745738695,-0.3691757749253648,0.191151695889533
344,77,445,534,979,4.027975941856821,0.02466188088849168,0.23242912671782756
345,135,356,686,1042,2.431367015253835,-0.09417477594315216,0.19620107585511787
346,38,161,853,1014,3.1362516420306834,-0.08801780211742635,0.1888973884355866
347,148,203,264,467,0.5898557586827663,0.3950686235691051,0.2172887386835209
348,140,453,397,850,4.197041650252059,-0.30517139654653436,0.18578484495736436
349,27,128,1196,1324,4.012168058036475,0.07657422707429422,0.19328871283715485
350,24,307,657,964,3.214733622573465,-0.1989614474289503,0.2187357825197925
351,79,327,990,1317,4.301128440563145,0.18165228185346488,0.2006415134796194
352,6,452,935,1387,3.198899367449809,0.05968624723501316,0.17657604432310206
353,44,431,916,1347,4.142552935876893,0.07586886983612273,0.2081598442148393
354,65,284,737,1021,2.8242760447527373,-0.18897792352045198,0.19405301176930237
355,145,192,828,1020,4.1178102886505314,-0.1531175826576647,0.2230977722979537
356,148,227,1271,1498,3.3802622468034924,0.18545010146917723,0.190907195785488
357,22,252,1454,1706,3.0445598217988183,0.35415954434551256,0.2157683896058889
358,133,139,533,672,2.3425170097959866,0.09606156344483743,0.2266354704854857
359,13,378,1070,1448,3.7489876470566346,-0.17948414415428657,0.18723585164282644
360,112,132,1460,1592,3.332671942854781,0.06778770449241366,0.19710180468862712
361,126,392,209,601,1.9593152026206662,0.48549440886752193,0.20582937911216675
362,133,453,1220,1673,3.2851114290698056,0.02048456214378234,0.1871398137116874
363,33,577,845,1422,3.933942016267688,0.2923681718787199,0.20405442420061748
364,134,80,1457,1537,3.8384727090796837,-0.14806587316774242,0.19662619568741013
365,17,458,951,1409,3.5660082488547644,-0.008417210327277358,0.19632398642609952
366,77,60,1289,1349,3.3597766357560386,0.12391304122510852,0.20073407589062167
367,70,208,415,623,2.05169299954995,0.07946566165257282,0.20106897073367846
368,47,114,384,498,0.8607067452179614,-0.15327773602223216,0.2024582115361406
