subject,trial,P,T,W,M,label,v,a,t0,z,RT,response
1,2,77,571,1487,2058,self,4.7104133505927175,3.1837860504772606,0.2,1.5918930252386303,0.4750000000000002,1
1,3,77,571,1487,2058,self,4.043718351400367,2.3203130493840605,0.2,1.1601565246920302,0.4510000000000002,1
1,4,77,571,1487,2058,self,3.675680167515741,2.7472384977453843,0.2,1.3736192488726922,0.5550000000000003,1
1,5,77,571,1487,2058,self,1.691752268856841,2.195333644627873,0.2,1.0976668223139365,0.5440000000000003,1
1,6,77,571,1487,2058,self,0.7814287371316642,2.6109346497631316,0.2,1.3054673248815658,0.6750000000000004,1
1,7,77,571,1487,2058,self,4.762373035218205,2.9375082258229597,0.2,1.4687541129114798,0.6680000000000004,1
1,8,77,571,1487,2058,self,2.607435873057538,2.039838865221608,0.2,1.019919432610804,0.42200000000000015,1
1,9,77,571,1487,2058,self,4.105062034132374,2.8258253116968532,0.2,1.4129126558484266,0.39900000000000013,1
1,10,77,571,1487,2058,self,4.826940318659393,2.0638633999902036,0.2,1.0319316999951018,0.2730000000000001,1
1,11,77,571,1487,2058,self,4.54335710077959,1.420347406940921,0.2,0.7101737034704605,0.3560000000000001,1
1,12,77,571,1487,2058,self,2.7149656936728777,2.6123167491441914,0.2,1.3061583745720957,0.8150000000000004,1
1,13,77,571,1487,2058,self,1.7710934397266842,1.4375055764400928,0.2,0.7187527882200464,0.6370000000000003,1
1,14,77,571,1487,2058,self,6.212267633159049,2.11402449791041,0.2,1.057012248955205,0.3110000000000001,1
1,15,77,571,1487,2058,self,5.487483595148566,1.6414149722978408,0.2,0.8207074861489204,0.3060000000000001,1
1,16,77,571,1487,2058,self,6.859456726528989,2.525309127349065,0.2,1.2626545636745325,0.5050000000000002,1
1,17,77,571,1487,2058,self,1.5528237455014517,2.1314725253466253,0.2,1.0657362626733127,1.1220000000000008,1
1,18,77,571,1487,2058,self,1.0922397196710385,2.681498441763377,0.2,1.3407492208816885,0.4690000000000002,1
1,19,77,571,1487,2058,self,4.247125969289971,2.4568295967206852,0.2,1.2284147983603426,0.44200000000000017,1
1,20,77,571,1487,2058,self,5.130751235209504,2.7411841361677896,0.2,1.3705920680838948,0.5260000000000002,1
1,21,77,571,1487,2058,self,4.947180844019288,2.77042459410349,0.2,1.385212297051745,0.3630000000000001,1
1,22,77,571,1487,2058,self,5.7046208034267725,2.189549667711661,0.2,1.0947748338558305,0.43100000000000016,1
1,23,77,571,1487,2058,self,6.968024718251422,2.4381035164395413,0.2,1.2190517582197706,0.4600000000000002,1
1,24,77,571,1487,2058,self,4.654783768910205,2.4966901592377333,0.2,1.2483450796188666,0.3710000000000001,1
1,25,77,571,1487,2058,self,1.7126812687346256,2.2487116354740926,0.2,1.1243558177370463,0.5460000000000003,1
1,26,77,571,1487,2058,self,6.682698651888257,2.085575244402872,0.2,1.042787622201436,0.3340000000000001,1
1,27,77,571,1487,2058,self,5.521412036670485,1.824512776804343,0.2,0.9122563884021715,0.40900000000000014,1
1,28,77,571,1487,2058,self,5.243281723104064,3.2023359278493477,0.2,1.6011679639246739,0.43000000000000016,1
1,29,77,571,1487,2058,self,0.2564608158053505,2.757146651956575,0.2,1.3785733259782875,0.8860000000000006,1
1,30,77,571,1487,2058,self,3.0858976556096147,2.4241386097415627,0.2,1.2120693048707813,0.4790000000000002,1
2,1,124,311,428,739,stranger,2.688089261711303,2.259314271358908,0.2,1.129657135679454,0.3750000000000001,1
2,2,124,311,428,739,stranger,-1.597548067971362,2.443748498701975,0.2,1.2218742493509875,0.5140000000000002,2
2,3,124,311,428,739,stranger,1.9366041581037508,3.336074256055915,0.2,1.6680371280279576,1.1230000000000007,1
2,4,124,311,428,739,stranger,-2.6730808668607,1.6852584106338007,0.2,0.8426292053169003,0.4720000000000002,2
2,5,124,311,428,739,stranger,-0.14380342799530732,2.2215519550658755,0.2,1.1107759775329378,0.4970000000000002,2
2,6,124,311,428,739,stranger,4.010660945030433,2.104457797024107,0.2,1.0522288985120536,0.4730000000000002,1
2,7,124,311,428,739,stranger,1.0055472853203522,1.2982854885830517,0.2,0.6491427442915259,0.32900000000000007,1
2,8,124,311,428,739,stranger,2.208577656355597,1.6200856010856084,0.2,0.8100428005428042,0.5790000000000003,1
2,9,124,311,428,739,stranger,-1.0222381859279852,1.941879408192094,0.2,0.970939704096047,0.4900000000000002,2
2,10,124,311,428,739,stranger,-1.3884334288723825,2.1992533237652196,0.2,1.0996266618826098,0.7270000000000003,2
2,11,124,311,428,739,stranger,-2.1374064613032786,2.262957459101122,0.2,1.131478729550561,1.5029999999999673,2
2,12,124,311,428,739,stranger,-0.43885275348887554,2.7424017000083025,0.2,1.3712008500041513,0.739,0
2,13,124,311,428,739,stranger,-0.81533846578175,2.0074017798564565,0.2,1.0037008899282283,0.4930000000000002,2
2,14,124,311,428,739,stranger,3.486883782349041,1.9880052314172034,0.2,0.9940026157086017,0.6110000000000003,1
2,15,124,311,428,739,stranger,2.5443200529561185,1.977683390274741,0.2,0.9888416951373705,0.3570000000000001,1
2,16,124,311,428,739,stranger,5.269951114793562,2.326329551235755,0.2,1.1631647756178776,0.4700000000000002,1
2,17,124,311,428,739,stranger,1.798581589984476,1.8410375172245084,0.2,0.9205187586122542,0.42500000000000016,1
2,18,124,311,428,739,stranger,2.8953865650390584,2.7751862119345008,0.2,1.3875931059672504,0.5870000000000003,1
2,19,124,311,428,739,stranger,4.0504147082108934,2.7473368373011757,0.2,1.3736684186505879,0.4690000000000002,1
2,20,124,311,428,739,stranger,-0.8208699728566,1.6336459760067532,0.2,0.8168229880033766,0.43000000000000016,2
2,21,124,311,428,739,stranger,-4.048434205885787,2.377895956650797,0.2,1.1889479783253984,0.6040000000000003,2
2,22,124,311,428,739,stranger,-0.5948937231064584,1.8889010728977842,0.2,0.9444505364488921,0.739,0
2,23,124,311,428,739,stranger,0.07996771211201359,2.520841798517368,0.2,1.260420899258684,1.7659999999999383,2
2,24,124,311,428,739,stranger,-1.2387390817549573,1.6817062325887613,0.2,0.8408531162943806,0.8450000000000004,2
2,25,124,311,428,739,stranger,-0.3909002369680299,2.278295948487049,0.2,1.1391479742435244,0.6430000000000003,1
2,26,124,311,428,739,stranger,-1.1126703116185976,1.4547141473199652,0.2,0.7273570736599826,0.3380000000000001,2
2,27,124,311,428,739,stranger,-0.5460808551314442,1.4739840212234347,0.2,0.7369920106117174,0.7210000000000003,1
2,28,124,311,428,739,stranger,2.3092708953898757,1.7422452516682614,0.2,0.8711226258341307,0.3870000000000001,1
2,29,124,311,428,739,stranger,1.116009713504109,1.9257212221332964,0.2,0.9628606110666482,1.2589999999999941,1
2,30,124,311,428,739,stranger,-0.4268790021454518,1.840937462890594,0.2,0.920468731445297,1.2279999999999975,2
2,1,124,311,428,739,self,1.7941119643920134,2.2078483965805487,0.2,1.1039241982902743,1.2429999999999959,1
2,2,124,311,428,739,self,1.3754868848250887,1.4986401252449066,0.2,0.7493200626224533,0.5390000000000003,1
2,3,124,311,428,739,self,3.283962962314022,2.6328410287355712,0.2,1.3164205143677856,1.3129999999999882,1
2,4,124,311,428,739,self,3.6294634358608064,1.953474859041869,0.2,0.9767374295209345,0.5200000000000002,1
2,5,124,311,428,739,self,1.7225919514290462,1.6926343649994187,0.2,0.8463171824997093,1.6669999999999492,1
2,6,124,311,428,739,self,3.4983059697157644,2.5319866515058322,0.2,1.2659933257529161,0.3680000000000001,1
2,7,124,311,428,739,self,2.7147119790163114,1.969462453100082,0.2,0.984731226550041,0.3510000000000001,1
2,8,124,311,428,739,self,1.5015811429416681,2.4864030109670345,0.2,1.2432015054835173,1.4629999999999717,1
2,9,124,311,428,739,self,0.16193032275615193,2.6002673334881665,0.2,1.3001336667440833,0.7190000000000003,1
2,10,124,311,428,739,self,4.403796270941993,2.591752565943745,0.2,1.2958762829718724,0.2990000000000001,1
2,11,124,311,428,739,self,2.466109734487084,2.553534931650802,0.2,1.276767465825401,0.9840000000000007,1
2,12,124,311,428,739,self,5.234310742376769,2.434080134536474,0.2,1.217040067268237,0.5000000000000002,1
2,13,124,311,428,739,self,0.23131610903136712,2.2848388855790644,0.2,1.1424194427895322,0.9710000000000005,1
2,14,124,311,428,739,self,0.7982878191268625,2.1763733782736807,0.2,1.0881866891368404,1.495999999999968,1
2,15,124,311,428,739,self,3.737844207829448,2.0296710169427086,0.2,1.0148355084713543,0.5730000000000003,1
2,16,124,311,428,739,self,5.542117857974102,1.5228884867364374,0.2,0.7614442433682187,0.3060000000000001,1
2,17,124,311,428,739,self,2.8539555714678575,2.295718255749514,0.2,1.147859127874757,1.1590000000000007,1
2,18,124,311,428,739,self,3.4123229452432664,2.2152080080828354,0.2,1.1076040040414177,0.32800000000000007,1
2,19,124,311,428,739,self,3.806652416298223,1.8716587460657257,0.2,0.9358293730328628,0.3530000000000001,1
2,20,124,311,428,739,self,4.640079020835744,2.2439735764348585,0.2,1.1219867882174293,0.40200000000000014,1
2,21,124,311,428,739,self,4.532261755224101,2.152187065467247,0.2,1.0760935327336234,0.2860000000000001,1
2,22,124,311,428,739,self,3.936096033799139,1.5019055644167238,0.2,0.7509527822083619,0.5020000000000002,1
2,23,124,311,428,739,self,2.271689536917945,0.8557673332974474,0.2,0.4278836666487237,0.5100000000000002,1
2,24,124,311,428,739,self,3.2830867678413704,1.59960660292264,0.2,0.79980330146132,0.42900000000000016,1
2,25,124,311,428,739,self,4.942082239825057,1.4652186188757823,0.2,0.7326093094378912,0.3000000000000001,1
2,26,124,311,428,739,self,3.26919500428722,2.2136235573908003,0.2,1.1068117786954002,0.6010000000000003,1
2,27,124,311,428,739,self,1.9486771642988672,2.4392164074976024,0.2,1.2196082037488012,0.9320000000000006,1
2,28,124,311,428,739,self,2.440705195332545,2.7012403400456644,0.2,1.3506201700228322,0.7340000000000004,1
2,29,124,311,428,739,self,4.713341193254394,2.1235637773029485,0.2,1.0617818886514743,0.4650000000000002,1
2,30,124,311,428,739,self,4.861015784714708,1.8093475295576744,0.2,0.9046737647788372,0.3370000000000001,1
3,1,117,437,456,893,stranger,1.5279230905705594,1.8850662132228633,0.2,0.9425331066114316,0.39500000000000013,1
3,2,117,437,456,893,stranger,2.768431275517681,2.9510444700091316,0.2,1.4755222350045658,0.9020000000000006,1
3,3,117,437,456,893,stranger,4.104550972202106,1.113366993555875,0.2,0.5566834967779375,0.3070000000000001,1
3,4,117,437,456,893,stranger,-1.0894421515786539,2.4944702230305786,0.2,1.2472351115152893,1.1770000000000007,2
3,5,117,437,456,893,stranger,2.5590626506314553,1.6223410480928688,0.2,0.8111705240464344,1.0020000000000007,1
3,6,117,437,456,893,stranger,-0.3009849220218239,2.127851225021286,0.2,1.063925612510643,1.2429999999999959,1
3,7,117,437,456,893,stranger,1.1763891350657512,1.7932797242117,0.2,0.89663986210585,0.3180000000000001,1
3,8,117,437,456,893,stranger,-3.9256226366603535,2.899749852833293,0.2,1.4498749264166464,0.7610000000000003,2
3,9,117,437,456,893,stranger,-0.8629727324006791,2.2355551169216965,0.2,1.1177775584608483,0.8940000000000006,2
3,10,117,437,456,893,stranger,1.7696542493482348,2.247075693333317,0.2,1.1235378466666586,0.42600000000000016,1
3,11,117,437,456,893,stranger,0.4303004605975367,1.928958598992326,0.2,0.964479299496163,0.893,0
3,12,117,437,456,893,stranger,-1.1253596394203178,1.7767780889670957,0.2,0.8883890444835478,1.723999999999943,2
3,13,117,437,456,893,stranger,0.44323247749794703,1.7239251886238103,0.2,0.8619625943119051,1.0390000000000006,2
3,14,117,437,456,893,stranger,-0.3774580513660788,2.2380146717541503,0.2,1.1190073358770751,1.1060000000000008,2
3,15,117,437,456,893,stranger,3.101381492921224,1.9650206547555766,0.2,0.9825103273777883,0.2990000000000001,1
3,16,117,437,456,893,stranger,0.06227918875401539,1.572733593161536,0.2,0.786366796580768,0.7400000000000004,2
3,17,117,437,456,893,stranger,1.9386000817841684,2.5802625181368537,0.2,1.2901312590684268,1.0990000000000006,1
3,18,117,437,456,893,stranger,5.040353758354136,2.7719937200975338,0.2,1.3859968600487669,0.44100000000000017,1
3,19,117,437,456,893,stranger,2.8191005887087712,2.0809043756605385,0.2,1.0404521878302693,1.1770000000000007,1
3,20,117,437,456,893,stranger,2.841120851607647,2.072050666309085,0.2,1.0360253331545426,0.3870000000000001,1
3,21,117,437,456,893,stranger,0.3020555804162819,2.1209044010797697,0.2,1.0604522005398849,1.0060000000000007,1
3,22,117,437,456,893,stranger,1.913978683292795,1.4877070472931044,0.2,0.7438535236465522,0.42300000000000015,1
3,23,117,437,456,893,stranger,1.1717953772137062,2.7537970193573478,0.2,1.3768985096786739,1.8549999999999285,1
3,24,117,437,456,893,stranger,-2.8200670370613388,1.6281424052252014,0.2,0.8140712026126007,0.4940000000000002,2
3,25,117,437,456,893,stranger,1.8551059858741976,2.2001217630415377,0.2,1.1000608815207689,0.7600000000000005,1
3,26,117,437,456,893,stranger,0.846679013696358,1.6896542488816617,0.2,0.8448271244408309,1.74999999999994,1
3,27,117,437,456,893,stranger,1.9971382154283628,2.7037793582002743,0.2,1.3518896791001371,1.240999999999996,1
3,28,117,437,456,893,stranger,2.1344955171121347,2.436169960335184,0.2,1.218084980167592,0.7190000000000003,1
3,29,117,437,456,893,stranger,1.6253691212015942,2.0395676233716262,0.2,1.0197838116858131,0.4640000000000002,1
3,30,117,437,456,893,stranger,2.1270264618364525,1.9653299525112062,0.2,0.9826649762556031,0.5060000000000002,1
3,1,117,437,456,893,self,1.5647938050992605,2.505450244891248,0.2,1.252725122445624,1.0630000000000006,1
3,2,117,437,456,893,self,2.664040527715306,2.9556647916470213,0.2,1.4778323958235107,1.0170000000000006,1
3,3,117,437,456,893,self,5.072313437713226,2.3118381873851326,0.2,1.1559190936925663,0.3040000000000001,1
3,4,117,437,456,893,self,4.537899311797257,2.0873129285481054,0.2,1.0436564642740527,0.3230000000000001,1
3,5,117,437,456,893,self,0.9002273381461645,2.3852210137648098,0.2,1.1926105068824049,1.4759999999999702,1
3,6,117,437,456,893,self,5.515703185303816,2.299940520545412,0.2,1.149970260272706,0.40500000000000014,1
3,7,117,437,456,893,self,2.792162972214674,2.875679420661472,0.2,1.437839710330736,0.42900000000000016,1
3,8,117,437,456,893,self,-1.3102294942342971,2.073999255058701,0.2,1.0369996275293505,0.5060000000000002,2
3,9,117,437,456,893,self,2.373464923085023,0.8549165695046219,0.2,0.42745828475231096,0.3480000000000001,1
3,10,117,437,456,893,self,3.574165569979971,2.594463286653623,0.2,1.2972316433268114,0.5870000000000003,1
3,11,117,437,456,893,self,1.768542251802127,2.262509873189079,0.2,1.1312549365945395,1.0890000000000006,1
3,12,117,437,456,893,self,1.6804213546400644,2.109889121381801,0.2,1.0549445606909005,0.9210000000000005,1
3,13,117,437,456,893,self,5.650552934478811,2.4934191277611637,0.2,1.2467095638805819,0.3790000000000001,1
3,14,117,437,456,893,self,3.575213051102386,2.733668310523988,0.2,1.366834155261994,0.5320000000000003,1
3,15,117,437,456,893,self,2.2904228293668023,1.8102771391821988,0.2,0.9051385695910994,0.6720000000000004,1
3,16,117,437,456,893,self,-1.3315130847724164,2.652279868319478,0.2,1.326139934159739,0.8820000000000006,2
3,17,117,437,456,893,self,3.721334914482821,1.9926987680579393,0.2,0.9963493840289697,0.5040000000000002,1
3,18,117,437,456,893,self,3.0185173708527206,2.0187737841658357,0.2,1.0093868920829179,0.3370000000000001,1
3,19,117,437,456,893,self,2.4108694490985227,2.8063697821347486,0.2,1.4031848910673743,0.9370000000000005,1
3,20,117,437,456,893,self,2.8799107847196335,1.7799453738511954,0.2,0.8899726869255977,0.4610000000000002,1
3,21,117,437,456,893,self,1.4813370719956738,2.716414275268354,0.2,1.358207137634177,0.5020000000000002,1
3,22,117,437,456,893,self,8.008526794464803,1.689005731874416,0.2,0.844502865937208,0.2810000000000001,1
3,23,117,437,456,893,self,1.693681122570672,2.670736679840491,0.2,1.3353683399202454,1.1090000000000007,1
3,24,117,437,456,893,self,6.22955009736981,3.2062543753948773,0.2,1.6031271876974387,0.6340000000000003,1
3,25,117,437,456,893,self,7.575285489480294,1.3683413305502965,0.2,0.6841706652751482,0.2750000000000001,1
3,26,117,437,456,893,self,6.314869248068509,1.9294598455422354,0.2,0.9647299227711177,0.3900000000000001,1
3,27,117,437,456,893,self,5.28093005084452,1.221603053193192,0.2,0.610801526596596,0.3570000000000001,1
3,28,117,437,456,893,self,3.4041284616481295,2.403548464539909,0.2,1.2017742322699545,0.41500000000000015,1
3,29,117,437,456,893,self,1.9599552498657349,2.51840583534489,0.2,1.259202917672445,0.33100000000000007,1
3,30,117,437,456,893,self,3.0518860702411104,1.980497368755236,0.2,0.990248684377618,0.6740000000000004,1
4,1,55,59,258,317,stranger,0.559146169303695,0.29107158860989346,0.2,0.14553579430494673,0.23800000000000004,2
4,2,55,59,258,317,stranger,2.174120735162264,0.7353388484836074,0.2,0.3676694242418037,0.6960000000000004,1
4,3,55,59,258,317,stranger,0.026133158810043078,0.7996456647459774,0.2,0.3998228323729887,0.25000000000000006,2
4,4,55,59,258,317,stranger,3.06186305329717,1.014596900542634,0.2,0.507298450271317,0.3620000000000001,1
4,5,55,59,258,317,stranger,-3.7419715643118887,1.3771508191575517,0.2,0.6885754095787758,0.42400000000000015,2
4,6,55,59,258,317,stranger,0.38986239369698494,0.7054046252252012,0.2,0.3527023126126006,0.2820000000000001,1
4,7,55,59,258,317,stranger,-0.5951677914543305,0.694960519330994,0.2,0.347480259665497,0.2740000000000001,2
4,8,55,59,258,317,stranger,-0.13767686723421269,0.9637553986578057,0.2,0.48187769932890284,0.41200000000000014,1
4,9,55,59,258,317,stranger,-0.061663059815006194,1.2339130685407882,0.2,0.6169565342703941,0.6280000000000003,2
4,10,55,59,258,317,stranger,1.1623661099742804,0.6663592099511964,0.2,0.3331796049755982,0.3830000000000001,1
4,11,55,59,258,317,stranger,1.4442555974307945,0.8868308868511989,0.2,0.44341544342559946,0.5670000000000003,1
4,12,55,59,258,317,stranger,1.6316295229024917,0.5289215331133303,0.2,0.26446076655666517,0.2840000000000001,2
4,13,55,59,258,317,stranger,-1.9434651186589318,0.8938423636932615,0.2,0.44692118184663077,0.3060000000000001,2
4,14,55,59,258,317,stranger,-0.16074206283936676,0.73442712705719,0.2,0.367213563528595,0.3790000000000001,1
4,15,55,59,258,317,stranger,0.2690741959069593,0.2516782647006891,0.2,0.12583913235034455,0.24700000000000005,1
4,16,55,59,258,317,stranger,0.971411843891911,1.00307353288596,0.2,0.50153676644298,0.3570000000000001,2
4,17,55,59,258,317,stranger,3.8334342836046162,1.1261402797251807,0.2,0.5630701398625904,0.3330000000000001,1
4,18,55,59,258,317,stranger,3.4188045205859936,0.4298878693897444,0.2,0.2149439346948722,0.22200000000000003,1
4,19,55,59,258,317,stranger,3.529837964408356,0.6097293671119773,0.2,0.30486468355598867,0.21500000000000002,1
4,20,55,59,258,317,stranger,-0.7315815036292186,0.6170695314656915,0.2,0.3085347657328458,0.5550000000000003,2
4,21,55,59,258,317,stranger,-2.0341935225505288,1.0698414034501746,0.2,0.5349207017250873,0.41500000000000015,2
4,22,55,59,258,317,stranger,-0.7687042899765848,0.3590421865459434,0.2,0.1795210932729717,0.24300000000000005,1
4,23,55,59,258,317,stranger,0.8774613213306293,0.6027734557651583,0.2,0.30138672788257914,0.23800000000000004,2
4,24,55,59,258,317,stranger,-0.037957268832878865,0.2448413401265,0.2,0.12242067006325,0.21200000000000002,2
4,25,55,59,258,317,stranger,2.855890780282495,0.2547134940900796,0.2,0.1273567470450398,0.20500000000000002,1
4,26,55,59,258,317,stranger,-0.14867245944392793,1.0677622500076969,0.2,0.5338811250038484,0.8880000000000006,2
4,27,55,59,258,317,stranger,0.25217439402507424,0.8985358602752863,0.2,0.44926793013764316,0.23600000000000004,2
4,28,55,59,258,317,stranger,2.565245126078994,1.2336704381713335,0.2,0.6168352190856667,0.3680000000000001,1
4,29,55,59,258,317,stranger,-0.5190397813247729,1.0349057649359747,0.2,0.5174528824679874,0.5440000000000003,2
4,30,55,59,258,317,stranger,-0.17661984499568795,0.041665390574523675,0.2,0.020832695287261838,0.201,2
4,1,55,59,258,317,self,1.3665100605151526,0.8819948576116392,0.2,0.4409974288058196,0.44100000000000017,2
4,2,55,59,258,317,self,-0.43880614484531266,0.3915725222183624,0.2,0.1957862611091812,0.25500000000000006,1
4,3,55,59,258,317,self,0.8745139351180561,2.1604283545557608,0.2,1.0802141772778804,1.1320000000000008,2
4,4,55,59,258,317,self,3.894485690969985,0.90647743112975,0.2,0.453238715564875,0.3720000000000001,1
4,5,55,59,258,317,self,3.0447472689491555,0.6368771595114365,0.2,0.31843857975571827,0.24200000000000005,1
4,6,55,59,258,317,self,2.6122200021995354,0.8627159631865521,0.2,0.43135798159327604,0.3530000000000001,1
4,7,55,59,258,317,self,2.69674222287642,0.564471077425159,0.2,0.2822355387125795,0.3360000000000001,1
4,8,55,59,258,317,self,3.0649235033372797,0.6764950477028714,0.2,0.3382475238514357,0.40900000000000014,1
4,9,55,59,258,317,self,3.351873325744762,0.23673096481472566,0.2,0.11836548240736283,0.20700000000000002,2
4,10,55,59,258,317,self,5.3578201850508975,0.646186499299279,0.2,0.3230932496496395,0.23700000000000004,1
4,11,55,59,258,317,self,-0.7858536320103799,0.5835692476677624,0.2,0.2917846238338812,0.39500000000000013,2
4,12,55,59,258,317,self,3.276426968399285,0.00325101732486599,0.2,0.001625508662432995,0.201,2
4,13,55,59,258,317,self,1.5115033701730056,0.46281611391447175,0.2,0.23140805695723587,0.26700000000000007,1
4,14,55,59,258,317,self,3.69022943887255,0.7921064485418388,0.2,0.3960532242709194,0.2860000000000001,1
4,15,55,59,258,317,self,0.7834915884041707,0.646186499299279,0.2,0.3230932496496395,0.23500000000000004,2
4,16,55,59,258,317,self,1.3937960671915222,1.2080363123328095,0.2,0.6040181561664048,0.3570000000000001,1
4,17,55,59,258,317,self,1.1261954803075618,0.4977854746869461,0.2,0.24889273734347306,0.25900000000000006,2
4,18,55,59,258,317,self,1.4071676677837144,1.559363593026403,0.2,0.7796817965132015,0.5970000000000003,1
4,19,55,59,258,317,self,-0.16134801721757808,0.646186499299279,0.2,0.3230932496496395,0.33100000000000007,2
4,20,55,59,258,317,self,-0.11078572692330191,0.5031015940928122,0.2,0.2515507970464061,0.2980000000000001,2
4,21,55,59,258,317,self,-0.16962221610869643,0.311496344297067,0.2,0.1557481721485335,0.23400000000000004,1
4,22,55,59,258,317,self,2.329118225441855,0.3049286218475762,0.2,0.1524643109237881,0.26800000000000007,2
4,23,55,59,258,317,self,2.2946195527418083,0.9901696988760748,0.2,0.4950848494380374,0.3190000000000001,1
4,24,55,59,258,317,self,2.360704270594428,0.5966254964412898,0.2,0.2983127482206449,0.2760000000000001,1
4,25,55,59,258,317,self,-0.7240084741283663,0.31893186508944504,0.2,0.15946593254472252,0.21400000000000002,2
4,26,55,59,258,317,self,-3.2085562386351683,0.8294596992308427,0.2,0.41472984961542136,0.22400000000000003,2
4,27,55,59,258,317,self,2.4426856912745265,0.762452265055716,0.2,0.381226132527858,0.44100000000000017,1
4,28,55,59,258,317,self,-1.1330126306897732,1.0670734964482607,0.2,0.5335367482241303,0.3710000000000001,2
4,29,55,59,258,317,self,3.9437894786406593,0.6360720609813355,0.2,0.31803603049066775,0.23200000000000004,2
4,30,55,59,258,317,self,2.782188606228538,0.646186499299279,0.2,0.3230932496496395,0.21900000000000003,1
5,1,22,295,1331,1626,stranger,0.007252501467603256,2.2822547313247425,0.2,1.1411273656623713,0.9280000000000006,2
5,2,22,295,1331,1626,stranger,-0.42640959091537534,2.6019734131388397,0.2,1.3009867065694198,1.6260000000000001,0
5,3,22,295,1331,1626,stranger,-1.2551708837873223,1.6207338931529398,0.2,0.8103669465764699,0.39800000000000013,1
5,4,22,295,1331,1626,stranger,1.3086298011436002,2.1605912215484118,0.2,1.0802956107742059,0.5580000000000003,1
5,5,22,295,1331,1626,stranger,-0.18752001116809713,2.9086696172704176,0.2,1.4543348086352088,0.8400000000000005,2
5,6,22,295,1331,1626,stranger,-1.8007824458416681,1.6074748690716287,0.2,0.8037374345358144,0.8670000000000004,2
