subject,group,trial,P,T,W,M,label,v,a,t0,z,RT,response
1,1,29,0,30,300,330,self,0.7520972943965529,1.1914310317147538,0.2,0.5957155158573769,0.3440000000000001,1
1,1,30,0,30,300,330,self,0.5762212112147788,1.5644758563567334,0.2,0.7822379281783667,1.2929999999999904,1
2,1,1,0,30,300,330,stranger,0.9894310533413704,0.9794014462023122,0.2,0.4897007231011561,0.40600000000000014,1
2,1,2,0,30,300,330,stranger,0.3273613224611228,0.9164793070426829,0.2,0.45823965352134144,0.2790000000000001,1
2,1,3,0,30,300,330,stranger,-1.2087770905716582,1.107434652922099,0.2,0.5537173264610495,0.5790000000000003,2
2,1,4,0,30,300,330,stranger,0.563339651267297,1.0448913592981377,0.2,0.5224456796490689,0.3460000000000001,1
2,1,5,0,30,300,330,stranger,1.3355292393852607,1.469813889932679,0.2,0.7349069449663395,1.206,2
2,1,6,0,30,300,330,stranger,-1.1619720507088054,1.4307227978841432,0.2,0.7153613989420716,0.41500000000000015,2
2,1,7,0,30,300,330,stranger,0.44286841982705843,2.1576396378624256,0.2,1.0788198189312128,0.9390000000000005,1
2,1,8,0,30,300,330,stranger,0.9113436007786575,1.7450245516358065,0.2,0.8725122758179032,0.3610000000000001,1
2,1,9,0,30,300,330,stranger,0.1636867612944199,1.2917769592054003,0.2,0.6458884796027001,1.2179999999999986,2
2,1,10,0,30,300,330,stranger,0.3165505180219437,1.9641026317155619,0.2,0.9820513158577809,0.8580000000000005,2
2,1,11,0,30,300,330,stranger,0.6603630105302802,2.3418461898970735,0.2,1.1709230949485367,0.5700000000000003,2
2,1,12,0,30,300,330,stranger,0.279687095748523,1.2646518696510745,0.2,0.6323259348255372,0.9710000000000005,1
2,1,13,0,30,300,330,stranger,-1.1018246607037927,1.9129181720771529,0.2,0.9564590860385764,1.0380000000000007,2
2,1,14,0,30,300,330,stranger,-1.9823745136097706,2.1911621822698066,0.2,1.0955810911349033,0.5160000000000002,2
2,1,15,0,30,300,330,stranger,-0.09621919535589418,1.3507515187803492,0.2,0.6753757593901746,0.7140000000000004,2
2,1,16,0,30,300,330,stranger,-0.2411544453965211,1.5765463125796322,0.2,0.7882731562898161,0.3840000000000001,2
2,1,17,0,30,300,330,stranger,0.0990231474408789,1.2239647036235477,0.2,0.6119823518117739,0.2950000000000001,2
2,1,18,0,30,300,330,stranger,2.1338516650196686,1.75488684536319,0.2,0.877443422681595,0.39600000000000013,1
2,1,19,0,30,300,330,stranger,-2.3539980786980395,1.3799273316388814,0.2,0.6899636658194407,0.3070000000000001,2
2,1,20,0,30,300,330,stranger,-0.5531270722436119,2.272056238051613,0.2,1.1360281190258066,0.7050000000000003,1
2,1,21,0,30,300,330,stranger,0.3911292714950528,2.2118875313606075,0.2,1.1059437656803037,1.1530000000000007,1
2,1,22,0,30,300,330,stranger,1.6758471658382306,1.5617562392321416,0.2,0.7808781196160708,0.3150000000000001,1
2,1,23,0,30,300,330,stranger,-0.7421801389733325,1.821028193813084,0.2,0.910514096906542,0.33,0
2,1,24,0,30,300,330,stranger,-1.042570280652214,2.1736539435767344,0.2,1.0868269717883672,2.0099999999999114,2
2,1,25,0,30,300,330,stranger,1.1283292335834874,1.4247270836083925,0.2,0.7123635418041963,0.4500000000000002,1
2,1,26,0,30,300,330,stranger,0.023176144978016344,2.3405198706559,0.2,1.17025993532795,1.3569999999999833,1
2,1,27,0,30,300,330,stranger,-1.122651125368582,1.6056261213548104,0.2,0.8028130606774052,0.3190000000000001,2
2,1,28,0,30,300,330,stranger,0.24120188829434622,0.753842852755514,0.2,0.376921426377757,0.24500000000000005,1
2,1,29,0,30,300,330,stranger,-0.21502832314643444,2.0452992442580404,0.2,1.0226496221290202,1.585999999999958,2
2,1,30,0,30,300,330,stranger,1.1340222634406896,1.8399338258336262,0.2,0.9199669129168131,0.6980000000000004,2
2,1,1,0,30,300,330,self,-0.6579291852266128,1.233734178732443,0.2,0.6168670893662215,0.26100000000000007,2
2,1,2,0,30,300,330,self,-0.18856865230760322,1.3550078951334674,0.2,0.6775039475667337,0.5280000000000002,1
2,1,3,0,30,300,330,self,0.05136530319869156,1.6364113973933316,0.2,0.8182056986966658,0.5640000000000003,2
2,1,4,0,30,300,330,self,0.3119301237845833,1.3405250309563337,0.2,0.6702625154781668,0.32900000000000007,1
2,1,5,0,30,300,330,self,0.9995091536260015,1.7091838474884584,0.2,0.8545919237442292,1.0920000000000007,1
2,1,6,0,30,300,330,self,0.3029832030573985,1.719559347427225,0.2,0.8597796737136125,0.7290000000000003,1
2,1,7,0,30,300,330,self,0.546968794466507,1.7028425857398843,0.2,0.8514212928699422,1.5719999999999597,1
2,1,8,0,30,300,330,self,0.9101306571031883,1.9880180393144098,0.2,0.9940090196572049,1.4519999999999729,1
2,1,9,0,30,300,330,self,1.690624764473746,0.6937904142246877,0.2,0.34689520711234384,0.2890000000000001,1
2,1,10,0,30,300,330,self,0.18907337412876388,1.3503242674832219,0.2,0.6751621337416109,0.4560000000000002,1
2,1,11,0,30,300,330,self,-0.609762426928211,1.9169185134604356,0.2,0.9584592567302178,0.4960000000000002,2
2,1,12,0,30,300,330,self,0.383156186737322,1.1071357281571492,0.2,0.5535678640785746,0.24800000000000005,1
2,1,13,0,30,300,330,self,-1.2581981997844915,2.265518820557279,0.2,1.1327594102786396,1.0390000000000006,2
2,1,14,0,30,300,330,self,1.906887019358086,1.7081013408724068,0.2,0.8540506704362034,0.6600000000000004,1
2,1,15,0,30,300,330,self,-0.6773268057853111,2.155166326483891,0.2,1.0775831632419455,1.3649999999999824,2
2,1,16,0,30,300,330,self,-0.2882554615398264,1.2606254755758781,0.2,0.6303127377879391,0.40500000000000014,2
2,1,17,0,30,300,330,self,0.6738658396431478,1.063568401105647,0.2,0.5317842005528235,0.24800000000000005,1
2,1,18,0,30,300,330,self,0.1464839902451775,1.7451468355795159,0.2,0.8725734177897579,1.2219999999999982,2
2,1,19,0,30,300,330,self,0.8772585213336719,2.043163734024713,0.2,1.0215818670123564,0.8800000000000006,1
2,1,20,0,30,300,330,self,-0.7838147961657744,1.4165046165861317,0.2,0.7082523082930658,0.26400000000000007,2
2,1,21,0,30,300,330,self,-0.2965408012537124,1.5256131362202976,0.2,0.7628065681101488,0.33,0
2,1,22,0,30,300,330,self,0.05459573998446832,0.8907539971399475,0.2,0.44537699856997376,0.3900000000000001,2
2,1,23,0,30,300,330,self,0.22751969629834862,1.9192115160437127,0.2,0.9596057580218563,0.4700000000000002,1
2,1,24,0,30,300,330,self,-0.5182152205562884,1.377178425823178,0.2,0.688589212911589,0.2970000000000001,1
2,1,25,0,30,300,330,self,0.6852375188289018,1.711791779451282,0.2,0.855895889725641,0.5940000000000003,1
2,1,26,0,30,300,330,self,-1.4096504992190988,1.001178827796763,0.2,0.5005894138983815,0.23800000000000004,1
2,1,27,0,30,300,330,self,1.0923245675845756,1.7851174938307675,0.2,0.8925587469153837,0.8510000000000004,1
2,1,28,0,30,300,330,self,-0.6444295260316256,0.7784140262502115,0.2,0.38920701312510575,0.3580000000000001,1
2,1,29,0,30,300,330,self,-0.1652568639549622,2.342741342485777,0.2,1.1713706712428884,0.5180000000000002,2
2,1,30,0,30,300,330,self,-0.18299669570292992,1.8050677044453485,0.2,0.9025338522226742,0.6160000000000003,1
3,1,1,0,30,300,330,stranger,-0.6714578259291828,3.2333515294402573,0.2,1.6166757647201286,0.33,0
3,1,2,0,30,300,330,stranger,0.8920496681477499,0.5124004276399057,0.2,0.25620021381995284,0.26200000000000007,1
3,1,3,0,30,300,330,stranger,-0.9160758766014747,1.4242988487993695,0.2,0.7121494243996848,0.5380000000000003,1
3,1,4,0,30,300,330,stranger,-0.8195594784144122,1.9185578560217182,0.2,0.9592789280108591,1.2929999999999904,2
3,1,5,0,30,300,330,stranger,-0.8547688757558376,2.416049164560404,0.2,1.208024582280202,1.6979999999999458,2
3,1,6,0,30,300,330,stranger,0.2434432411193404,1.8188598109326828,0.2,0.9094299054663414,1.0800000000000007,1
3,1,7,0,30,300,330,stranger,1.1599282535868105,2.0790628674878078,0.2,1.0395314337439039,1.2889999999999908,1
3,1,8,0,30,300,330,stranger,-0.6216251716155154,1.3566712689188747,0.2,0.6783356344594373,0.4480000000000002,2
3,1,9,0,30,300,330,stranger,-1.417832312847484,0.9023300027117679,0.2,0.45116500135588394,0.26400000000000007,1
3,1,10,0,30,300,330,stranger,1.0071684384702115,1.3431430772624906,0.2,0.6715715386312453,0.5810000000000003,1
3,1,11,0,30,300,330,stranger,1.595355809837724,1.3187379322420048,0.2,0.6593689661210024,0.9590000000000005,1
3,1,12,0,30,300,330,stranger,1.5266624413153276,1.8950536025653322,0.2,0.9475268012826661,2.002999999999912,1
3,1,13,0,30,300,330,stranger,0.33673711426953296,1.4130665314199844,0.2,0.7065332657099922,0.9450000000000005,1
3,1,14,0,30,300,330,stranger,-0.0458848299609482,1.1556021297811225,0.2,0.5778010648905613,0.23600000000000004,1
3,1,15,0,30,300,330,stranger,0.3964909332222586,2.1364637130762123,0.2,1.0682318565381062,1.6899999999999467,1
3,1,16,0,30,300,330,stranger,1.6013567889418718,0.9808210061308731,0.2,0.49041050306543654,0.3850000000000001,2
3,1,17,0,30,300,330,stranger,0.5677968544273839,0.6183124629158859,0.2,0.30915623145794296,0.24000000000000005,2
3,1,18,0,30,300,330,stranger,-0.8693983990250458,1.6823228383329734,0.2,0.8411614191664867,0.6310000000000003,2
3,1,19,0,30,300,330,stranger,0.019109048075135165,1.5763757004442223,0.2,0.7881878502221111,0.6680000000000004,2
3,1,20,0,30,300,330,stranger,-0.4587356038068611,1.34975634112969,0.2,0.674878170564845,0.3810000000000001,1
3,1,21,0,30,300,330,stranger,0.7649624572417753,0.32201141365165187,0.2,0.16100570682582593,0.23100000000000004,2
3,1,22,0,30,300,330,stranger,1.2179507487070087,2.365771946215832,0.2,1.182885973107916,0.43700000000000017,1
3,1,23,0,30,300,330,stranger,-1.570131376864416,0.6185897723112713,0.2,0.30929488615563566,0.25100000000000006,2
3,1,24,0,30,300,330,stranger,-0.24339389128523242,1.2351833888326356,0.2,0.6175916944163178,0.39800000000000013,1
3,1,25,0,30,300,330,stranger,2.1716410580978525,0.9229722149436468,0.2,0.4614861074718234,0.23500000000000004,1
3,1,26,0,30,300,330,stranger,-0.5780487501999221,1.1010587345799934,0.2,0.5505293672899967,0.6750000000000004,2
3,1,27,0,30,300,330,stranger,-0.8468980565657185,1.9826366298444504,0.2,0.9913183149222252,0.4580000000000002,2
3,1,28,0,30,300,330,stranger,0.4787900437408642,2.3354573487216985,0.2,1.1677286743608493,0.33,0
3,1,29,0,30,300,330,stranger,0.6502510212445779,0.921397719797888,0.2,0.460698859898944,0.6410000000000003,1
3,1,30,0,30,300,330,stranger,-0.862812343712706,2.096669297146464,0.2,1.048334648573232,1.1360000000000008,2
3,1,1,0,30,300,330,self,-0.5457074319547048,1.4101733765259394,0.2,0.7050866882629697,0.6360000000000003,2
3,1,2,0,30,300,330,self,-2.2926030249339093,1.020766754427026,0.2,0.510383377213513,0.4660000000000002,1
3,1,3,0,30,300,330,self,0.3966869132053585,1.3534660826416651,0.2,0.6767330413208326,0.4660000000000002,1
3,1,4,0,30,300,330,self,0.52347576165015,1.0253190965919492,0.2,0.5126595482959746,0.7570000000000003,1
3,1,5,0,30,300,330,self,1.1974055302530087,1.8277519699225366,0.2,0.9138759849612683,0.44100000000000017,1
3,1,6,0,30,300,330,self,0.4261190157338841,0.4867692603890921,0.2,0.24338463019454604,0.23100000000000004,1
3,1,7,0,30,300,330,self,-1.0735545258478343,1.5934330057341444,0.2,0.7967165028670722,0.3930000000000001,2
3,1,8,0,30,300,330,self,0.041465712554162704,1.005288175052107,0.2,0.5026440875260535,0.4790000000000002,2
3,1,9,0,30,300,330,self,0.029528709180738934,1.0762742646770058,0.2,0.5381371323385029,0.3090000000000001,1
3,1,10,0,30,300,330,self,1.248126028534347,0.9620163662297297,0.2,0.4810081831148649,0.6050000000000003,1
3,1,11,0,30,300,330,self,1.144124149640795,0.7686044930502312,0.2,0.3843022465251156,0.22800000000000004,1
3,1,12,0,30,300,330,self,-0.06237356094861662,1.1779971533658828,0.2,0.5889985766829414,0.5500000000000003,1
3,1,13,0,30,300,330,self,-0.2702492596152537,1.1132029038915938,0.2,0.5566014519457969,0.32700000000000007,2
3,1,14,0,30,300,330,self,-0.7123975181252924,1.9013715701696428,0.2,0.9506857850848214,0.7820000000000005,2
3,1,15,0,30,300,330,self,-1.1910896526722206,0.875827197116946,0.2,0.437913598558473,0.26400000000000007,1
3,1,16,0,30,300,330,self,-0.26903433025582624,2.2795752606932784,0.2,1.1397876303466392,1.7339999999999418,1
3,1,17,0,30,300,330,self,-0.11708504943558797,1.6244107775515493,0.2,0.8122053887757746,0.3500000000000001,2
3,1,18,0,30,300,330,self,0.59166234911975,1.1052285415828278,0.2,0.5526142707914139,0.8370000000000004,1
3,1,19,0,30,300,330,self,-1.6020198395163328,2.7893397292046376,0.2,1.3946698646023188,1.4629999999999717,2
3,1,20,0,30,300,330,self,1.3108963664876176,1.4958581419540515,0.2,0.7479290709770258,1.5069999999999668,1
3,1,21,0,30,300,330,self,-0.7239054307650363,1.187479428645112,0.2,0.593739714322556,0.8000000000000005,2
3,1,22,0,30,300,330,self,-1.6624666491978923,0.8106741171344332,0.2,0.4053370585672166,0.3100000000000001,1
3,1,23,0,30,300,330,self,1.411963424732564,1.0382866207530006,0.2,0.5191433103765003,0.3680000000000001,1
3,1,24,0,30,300,330,self,1.1968460023936505,2.0853992565536874,0.2,1.0426996282768437,0.8620000000000005,1
3,1,25,0,30,300,330,self,-1.7767587972120429,0.8026229194973583,0.2,0.40131145974867916,0.41900000000000015,1
3,1,26,0,30,300,330,self,-0.8569401062362476,1.6191845892174692,0.2,0.8095922946087346,0.3680000000000001,2
3,1,27,0,30,300,330,self,0.7675187098424087,1.1707035099864107,0.2,0.5853517549932054,0.9190000000000005,1
3,1,28,0,30,300,330,self,-0.5830228268996255,1.9447023088114455,0.2,0.9723511544057227,1.8279999999999315,2
3,1,29,0,30,300,330,self,-1.2203754624834724,2.3862519849935993,0.2,1.1931259924967996,1.2169999999999987,2
3,1,30,0,30,300,330,self,0.9645118278586148,1.6693233392152274,0.2,0.8346616696076137,0.7460000000000004,1
4,1,1,0,30,300,330,stranger,-0.6393590088412875,1.966156985269257,0.2,0.9830784926346285,0.39500000000000013,2
4,1,2,0,30,300,330,stranger,0.4090015819773454,1.4970880371379693,0.2,0.7485440185689847,0.3200000000000001,1
4,1,3,0,30,300,330,stranger,-0.40346757470562084,1.7409259577734286,0.2,0.8704629788867143,0.4660000000000002,2
4,1,4,0,30,300,330,stranger,1.7367089105222457,1.5547747284739326,0.2,0.7773873642369663,0.3620000000000001,1
4,1,5,0,30,300,330,stranger,1.681620451957983,1.365044873463995,0.2,0.6825224367319975,0.3140000000000001,1
4,1,6,0,30,300,330,stranger,-1.5011728226499164,2.025741062544826,0.2,1.012870531272413,0.5550000000000003,2
4,1,7,0,30,300,330,stranger,0.6092146993627329,0.22070105250537808,0.2,0.11035052625268904,0.20700000000000002,2
4,1,8,0,30,300,330,stranger,-0.10576245479379448,1.7680440180725787,0.2,0.8840220090362894,0.8590000000000004,2
4,1,9,0,30,300,330,stranger,-1.2197205867009695,1.5806212165188456,0.2,0.7903106082594228,0.8300000000000005,2
4,1,10,0,30,300,330,stranger,0.7748039483401019,1.724690595512743,0.2,0.8623452977563715,0.7900000000000005,2
4,1,11,0,30,300,330,stranger,0.21763780601894633,1.7544371796281497,0.2,0.8772185898140749,0.6330000000000003,1
4,1,12,0,30,300,330,stranger,0.24914847416426417,2.4586996997599777,0.2,1.2293498498799889,1.3749999999999813,2
4,1,13,0,30,300,330,stranger,0.2158666651413611,1.6238796172117076,0.2,0.8119398086058538,1.3279999999999865,1
4,1,14,0,30,300,330,stranger,0.27637216579425705,0.9641943127419919,0.2,0.4820971563709959,0.2990000000000001,1
4,1,15,0,30,300,330,stranger,0.30093496481833554,1.4179672858462862,0.2,0.7089836429231431,0.7120000000000004,2
4,1,16,0,30,300,330,stranger,-0.15603550163386537,0.2624862284995946,0.2,0.1312431142497973,0.23000000000000004,1
4,1,17,0,30,300,330,stranger,-1.265997748358559,1.4317821719972557,0.2,0.7158910859986278,0.9270000000000005,2
4,1,18,0,30,300,330,stranger,-1.5068280158269394,0.9465376388295077,0.2,0.47326881941475385,0.40000000000000013,2
4,1,19,0,30,300,330,stranger,-0.1263069162481924,2.096906187691455,0.2,1.0484530938457275,1.223999999999998,2
4,1,20,0,30,300,330,stranger,0.44980431725489955,1.8992675578252596,0.2,0.9496337789126298,0.5560000000000003,1
4,1,21,0,30,300,330,stranger,-0.9349628635104719,2.3555822833994764,0.2,1.1777911416997382,1.2939999999999903,2
4,1,22,0,30,300,330,stranger,-0.5344354721078963,1.3549165377372618,0.2,0.6774582688686309,1.2459999999999956,2
4,1,23,0,30,300,330,stranger,1.2225945742364341,1.3667594482820324,0.2,0.6833797241410162,0.5660000000000003,1
4,1,24,0,30,300,330,stranger,-0.2712718032009336,0.745706740744998,0.2,0.372853370372499,0.32800000000000007,1
4,1,25,0,30,300,330,stranger,0.4635233067823107,1.1399948424916975,0.2,0.5699974212458487,0.2830000000000001,1
4,1,26,0,30,300,330,stranger,-1.0314316158332097,1.718380721680856,0.2,0.859190360840428,0.5500000000000003,1
4,1,27,0,30,300,330,stranger,-0.1373044416528285,1.306704623893351,0.2,0.6533523119466755,0.2990000000000001,1
4,1,28,0,30,300,330,stranger,1.8083077393101707,1.8859132470127336,0.2,0.9429566235063668,0.7690000000000003,1
4,1,29,0,30,300,330,stranger,2.0920292064620676,1.2636256027328567,0.2,0.6318128013664284,0.4480000000000002,1
4,1,30,0,30,300,330,stranger,0.3064592875442377,1.59488451053822,0.2,0.79744225526911,0.8700000000000006,1
4,1,1,0,30,300,330,self,-0.9353337456225524,1.5377836005256191,0.2,0.7688918002628096,1.1480000000000008,2
4,1,2,0,30,300,330,self,-0.05892916318838578,1.7083321051644416,0.2,0.8541660525822208,0.7690000000000003,1
4,1,3,0,30,300,330,self,0.7765279485206201,2.354379266225352,0.2,1.177189633112676,1.6039999999999561,1
4,1,4,0,30,300,330,self,0.46335397884328855,1.5962781043340544,0.2,0.7981390521670272,1.6179999999999546,1
4,1,5,0,30,300,330,self,1.171061322016909,0.6583413734879215,0.2,0.32917068674396077,0.23000000000000004,1
4,1,6,0,30,300,330,self,0.6858153723100672,1.4373867205895516,0.2,0.7186933602947758,0.4680000000000002,1
4,1,7,0,30,300,330,self,0.38818037754319773,1.745271811012752,0.2,0.872635905506376,1.8009999999999344,2
4,1,8,0,30,300,330,self,-1.6764551535063963,1.6174629411915873,0.2,0.8087314705957936,1.2459999999999956,2
4,1,9,0,30,300,330,self,-0.14289533656010417,1.9440958231508048,0.2,0.9720479115754024,1.8789999999999258,1
4,1,10,0,30,300,330,self,0.7629072884935139,1.9836851530150446,0.2,0.9918425765075223,1.6979999999999458,1
4,1,11,0,30,300,330,self,1.0615657065440427,1.4530576708317227,0.2,0.7265288354158613,1.4069999999999778,1
4,1,12,0,30,300,330,self,0.4686850096153581,1.2925728744490876,0.2,0.6462864372245438,0.3400000000000001,2
4,1,13,0,30,300,330,self,1.212942609478841,2.003014035195858,0.2,1.001507017597929,2.1449999999998965,1
4,1,14,0,30,300,330,self,1.2125859651519453,1.6481706077595282,0.2,0.8240853038797641,0.5380000000000003,1
4,1,15,0,30,300,330,self,0.733470780639466,1.1978649900625968,0.2,0.5989324950312984,0.3820000000000001,2
4,1,16,0,30,300,330,self,2.170599485746955,1.0673410606536557,0.2,0.5336705303268279,0.3050000000000001,1
4,1,17,0,30,300,330,self,-0.7460049246085825,1.4615768667843672,0.2,0.7307884333921836,0.4830000000000002,2
4,1,18,0,30,300,330,self,-2.6921471883672794,1.8609113296476747,0.2,0.9304556648238373,0.43400000000000016,2
4,1,19,0,30,300,330,self,-1.7229256897734904,2.1272726295602293,0.2,1.0636363147801147,0.5450000000000003,2
4,1,20,0,30,300,330,self,-1.2112538964275308,0.7380884777525618,0.2,0.3690442388762809,0.22900000000000004,2
4,1,21,0,30,300,330,self,1.3651245276354278,0.8572127082817318,0.2,0.4286063541408659,0.3400000000000001,1
4,1,22,0,30,300,330,self,0.3498148716615334,1.8427483295014886,0.2,0.9213741647507443,1.2179999999999986,1
4,1,23,0,30,300,330,self,-0.010626744521300408,1.6854288096952317,0.2,0.8427144048476158,1.0900000000000007,1
4,1,24,0,30,300,330,self,-1.0013552854082297,0.9899110600812124,0.2,0.4949555300406062,0.6710000000000004,2
4,1,25,0,30,300,330,self,-0.12327341839091055,1.9317196320148893,0.2,0.9658598160074446,1.595999999999957,2
4,1,26,0,30,300,330,self,0.3334366548063552,1.7350049117292712,0.2,0.8675024558646356,0.7880000000000005,1
4,1,27,0,30,300,330,self,-0.11949112772834292,1.9280334793360696,0.2,0.9640167396680348,0.33,0
