subject,P,T,W,M,condition_id,label,condition_key,v_s2,a_s2,v_mix,a_mix,v_final,a_final,t0,z,trial,RT,response,omission,responded,deadline_reached,lapse
5,0,100,600,700,P0_T100_W600,self,1,1.5052201929507616,2.6318108830680176,1.5052201929507616,2.6318108830680176,1.7432243635107392,2.4804315272897073,0.2,1.2402157636448536,2,0.8430000000000004,1.0,False,True,False,False
5,0,100,600,700,P0_T100_W600,self,1,1.5052201929507616,2.6318108830680176,1.5052201929507616,2.6318108830680176,1.4006026712762303,2.471999349705421,0.2,1.2359996748527105,3,,,True,False,False,True
5,0,100,600,700,P0_T100_W600,self,1,1.5052201929507616,2.6318108830680176,1.5052201929507616,2.6318108830680176,1.3665146551513914,2.381804202927965,0.2,1.1909021014639825,4,0.8210000000000004,1.0,False,True,False,False
5,0,100,600,700,P0_T100_W600,self,1,1.5052201929507616,2.6318108830680176,1.5052201929507616,2.6318108830680176,1.7626129573279077,2.541807168111646,0.2,1.270903584055823,5,,,True,False,True,False
5,0,100,600,700,P0_T100_W600,self,1,1.5052201929507616,2.6318108830680176,1.5052201929507616,2.6318108830680176,1.447828895486277,2.2924370932292466,0.2,1.1462185466146233,6,,,True,False,True,False
5,0,100,600,700,P0_T100_W600,self,1,1.5052201929507616,2.6318108830680176,1.5052201929507616,2.6318108830680176,1.122514295949385,2.405489627548855,0.2,1.2027448137744274,7,,,True,False,True,False
5,0,100,600,700,P0_T100_W600,self,1,1.5052201929507616,2.6318108830680176,1.5052201929507616,2.6318108830680176,1.1652340287497174,2.5917425798629963,0.2,1.2958712899314981,8,0.6810000000000004,1.0,False,True,False,False
5,0,100,600,700,P0_T100_W600,stranger,0,0.3612528463081828,2.6318108830680176,0.3612528463081828,2.6318108830680176,0.08541716050769937,2.393941212842062,0.2,1.196970606421031,1,0.6870000000000004,1.0,False,True,False,False
5,0,100,600,700,P0_T100_W600,stranger,0,0.3612528463081828,2.6318108830680176,0.3612528463081828,2.6318108830680176,0.510401069524312,2.525892125698164,0.2,1.262946062849082,2,,,True,False,True,False
5,0,100,600,700,P0_T100_W600,stranger,0,0.3612528463081828,2.6318108830680176,0.3612528463081828,2.6318108830680176,0.4039805671293524,2.5227976816000144,0.2,1.2613988408000072,3,0.5740000000000003,0.0,False,True,False,False
5,0,100,600,700,P0_T100_W600,stranger,0,0.3612528463081828,2.6318108830680176,0.3612528463081828,2.6318108830680176,0.5683984525285133,2.481366291431788,0.2,1.240683145715894,4,,,True,False,True,False
5,0,100,600,700,P0_T100_W600,stranger,0,0.3612528463081828,2.6318108830680176,0.3612528463081828,2.6318108830680176,0.2330770524072225,2.9401988113601902,0.2,1.4700994056800951,5,,,True,False,True,False
5,0,100,600,700,P0_T100_W600,stranger,0,0.3612528463081828,2.6318108830680176,0.3612528463081828,2.6318108830680176,0.408814753631197,2.88588877320504,0.2,1.44294438660252,6,,,True,False,True,False
5,0,100,600,700,P0_T100_W600,stranger,0,0.3612528463081828,2.6318108830680176,0.3612528463081828,2.6318108830680176,0.5489299644983838,3.0008020567786327,0.2,1.5004010283893163,7,,,True,False,True,False
5,0,100,600,700,P0_T100_W600,stranger,0,0.3612528463081828,2.6318108830680176,0.3612528463081828,2.6318108830680176,0.26844888439211123,2.4831884738744385,0.2,1.2415942369372193,8,0.7890000000000004,0.0,False,True,False,False
6,0,100,1500,1600,P0_T100_W1500,self,1,1.5052201929507616,3.5998365676726714,1.5052201929507616,3.5998365676726714,1.642252764217985,3.897554325162534,0.2,1.948777162581267,1,1.3199999999999874,1.0,False,True,False,False
6,0,100,1500,1600,P0_T100_W1500,self,1,1.5052201929507616,3.5998365676726714,1.5052201929507616,3.5998365676726714,1.3066424106307661,3.55150752336721,0.2,1.775753761683605,2,0.9330000000000005,1.0,False,True,False,False
6,0,100,1500,1600,P0_T100_W1500,self,1,1.5052201929507616,3.5998365676726714,1.5052201929507616,3.5998365676726714,1.39630403898124,3.63821314393715,0.2,1.819106571968575,3,0.8150000000000004,1.0,False,True,False,False
6,0,100,1500,1600,P0_T100_W1500,self,1,1.5052201929507616,3.5998365676726714,1.5052201929507616,3.5998365676726714,1.3906988247512628,3.783184088273288,0.2,1.891592044136644,4,1.1950000000000007,1.0,False,True,False,False
6,0,100,1500,1600,P0_T100_W1500,self,1,1.5052201929507616,3.5998365676726714,1.5052201929507616,3.5998365676726714,1.1464682992740496,3.4226607445071098,0.2,1.7113303722535549,5,1.2349999999999968,1.0,False,True,False,False
6,0,100,1500,1600,P0_T100_W1500,self,1,1.5052201929507616,3.5998365676726714,1.5052201929507616,3.5998365676726714,1.6513119371864362,3.726190499209945,0.2,1.8630952496049724,6,0.9360000000000006,1.0,False,True,False,False
6,0,100,1500,1600,P0_T100_W1500,self,1,1.5052201929507616,3.5998365676726714,1.5052201929507616,3.5998365676726714,1.3643994908899444,3.6630790511881113,0.2,1.8315395255940556,7,1.5399999999999632,1.0,False,True,False,False
6,0,100,1500,1600,P0_T100_W1500,self,1,1.5052201929507616,3.5998365676726714,1.5052201929507616,3.5998365676726714,1.5089684285690679,3.630572795701158,0.2,1.815286397850579,8,1.405999999999978,1.0,False,True,False,False
6,0,100,1500,1600,P0_T100_W1500,stranger,0,0.3612528463081828,3.5998365676726714,0.3612528463081828,3.5998365676726714,0.5054768439799555,3.8266889806597137,0.2,1.9133444903298569,1,1.2349999999999968,1.0,False,True,False,False
6,0,100,1500,1600,P0_T100_W1500,stranger,0,0.3612528463081828,3.5998365676726714,0.3612528463081828,3.5998365676726714,0.49521219911716596,3.4893085036937492,0.2,1.7446542518468746,2,0.6370000000000003,0.0,False,True,False,False
6,0,100,1500,1600,P0_T100_W1500,stranger,0,0.3612528463081828,3.5998365676726714,0.3612528463081828,3.5998365676726714,0.5608683790000186,3.8597940726246733,0.2,1.9298970363123367,3,,,True,False,False,True
6,0,100,1500,1600,P0_T100_W1500,stranger,0,0.3612528463081828,3.5998365676726714,0.3612528463081828,3.5998365676726714,0.33170720095535566,3.6404982217284214,0.2,1.8202491108642107,4,,,True,False,True,False
6,0,100,1500,1600,P0_T100_W1500,stranger,0,0.3612528463081828,3.5998365676726714,0.3612528463081828,3.5998365676726714,0.23426335269493664,3.3649626897840217,0.2,1.6824813448920108,5,0.6670000000000004,1.0,False,True,False,False
6,0,100,1500,1600,P0_T100_W1500,stranger,0,0.3612528463081828,3.5998365676726714,0.3612528463081828,3.5998365676726714,0.33733738303626304,3.290323604016254,0.2,1.645161802008127,6,,,True,False,True,False
6,0,100,1500,1600,P0_T100_W1500,stranger,0,0.3612528463081828,3.5998365676726714,0.3612528463081828,3.5998365676726714,-0.14494748387922618,3.317991096940467,0.2,1.6589955484702334,7,,,True,False,True,False
6,0,100,1500,1600,P0_T100_W1500,stranger,0,0.3612528463081828,3.5998365676726714,0.3612528463081828,3.5998365676726714,-0.07288089541874337,3.200802071851582,0.2,1.600401035925791,8,,,True,False,True,False
7,0,500,300,800,P0_T500_W300,self,1,2.9562939730423388,3.1708694807203766,2.9562939730423388,3.1708694807203766,2.559484089336018,3.101663599047045,0.2,1.5508317995235226,1,0.40200000000000014,1.0,False,True,False,False
7,0,500,300,800,P0_T500_W300,self,1,2.9562939730423388,3.1708694807203766,2.9562939730423388,3.1708694807203766,2.6571199247618944,3.0688763404889268,0.2,1.5344381702444634,2,0.5770000000000003,1.0,False,True,False,False
7,0,500,300,800,P0_T500_W300,self,1,2.9562939730423388,3.1708694807203766,2.9562939730423388,3.1708694807203766,3.07622624105937,3.369338194436285,0.2,1.6846690972181424,3,0.3860000000000001,1.0,False,True,False,False
7,0,500,300,800,P0_T500_W300,self,1,2.9562939730423388,3.1708694807203766,2.9562939730423388,3.1708694807203766,2.6846502564343204,3.466184310962948,0.2,1.733092155481474,4,,,True,False,True,False
7,0,500,300,800,P0_T500_W300,self,1,2.9562939730423388,3.1708694807203766,2.9562939730423388,3.1708694807203766,2.8428452068305217,3.180635088750439,0.2,1.5903175443752195,5,,,True,False,True,False
7,0,500,300,800,P0_T500_W300,self,1,2.9562939730423388,3.1708694807203766,2.9562939730423388,3.1708694807203766,3.3460624623781583,2.954480661826149,0.2,1.4772403309130746,6,0.7350000000000003,1.0,False,True,False,False
7,0,500,300,800,P0_T500_W300,self,1,2.9562939730423388,3.1708694807203766,2.9562939730423388,3.1708694807203766,2.849414781723911,2.8668890756758523,0.2,1.4334445378379261,7,,,True,False,True,False
7,0,500,300,800,P0_T500_W300,self,1,2.9562939730423388,3.1708694807203766,2.9562939730423388,3.1708694807203766,3.177548643582465,3.339493391861481,0.2,1.6697466959307405,8,0.7580000000000005,1.0,False,True,False,False
7,0,500,300,800,P0_T500_W300,stranger,0,0.7095105535301612,3.1708694807203766,0.7095105535301612,3.1708694807203766,0.4294252495271981,3.513514533967303,0.2,1.7567572669836515,1,,,True,False,True,False
7,0,500,300,800,P0_T500_W300,stranger,0,0.7095105535301612,3.1708694807203766,0.7095105535301612,3.1708694807203766,0.6478792861698722,2.89965032703307,0.2,1.449825163516535,2,0.9040000000000006,1.0,False,True,False,False
7,0,500,300,800,P0_T500_W300,stranger,0,0.7095105535301612,3.1708694807203766,0.7095105535301612,3.1708694807203766,0.42450393705698686,3.342285952618675,0.2,1.6711429763093375,3,,,True,False,True,False
7,0,500,300,800,P0_T500_W300,stranger,0,0.7095105535301612,3.1708694807203766,0.7095105535301612,3.1708694807203766,0.6078006307599925,2.481412959192766,0.2,1.240706479596383,4,0.6530000000000004,1.0,False,True,False,False
7,0,500,300,800,P0_T500_W300,stranger,0,0.7095105535301612,3.1708694807203766,0.7095105535301612,3.1708694807203766,0.9616029947673799,3.048451079726271,0.2,1.5242255398631355,5,,,True,False,True,False
7,0,500,300,800,P0_T500_W300,stranger,0,0.7095105535301612,3.1708694807203766,0.7095105535301612,3.1708694807203766,0.19131442657245668,3.190546151508667,0.2,1.5952730757543334,6,,,True,False,True,False
7,0,500,300,800,P0_T500_W300,stranger,0,0.7095105535301612,3.1708694807203766,0.7095105535301612,3.1708694807203766,0.8398376465939185,3.4837846867539835,0.2,1.7418923433769917,7,,,True,False,True,False
7,0,500,300,800,P0_T500_W300,stranger,0,0.7095105535301612,3.1708694807203766,0.7095105535301612,3.1708694807203766,0.7808312342298446,3.1347444319854394,0.2,1.5673722159927197,8,0.9380000000000006,1.0,False,True,False,False
8,0,500,600,1100,P0_T500_W600,self,1,2.9562939730423388,3.575905736672575,2.9562939730423388,3.575905736672575,2.7780489863333004,3.4967911741424675,0.2,1.7483955870712338,1,0.43000000000000016,1.0,False,True,False,False
8,0,500,600,1100,P0_T500_W600,self,1,2.9562939730423388,3.575905736672575,2.9562939730423388,3.575905736672575,2.5224766167258026,3.442663130125496,0.2,1.721331565062748,2,0.8240000000000005,1.0,False,True,False,False
8,0,500,600,1100,P0_T500_W600,self,1,2.9562939730423388,3.575905736672575,2.9562939730423388,3.575905736672575,2.9779328253564996,3.477118875405868,0.2,1.738559437702934,3,0.8010000000000004,1.0,False,True,False,False
8,0,500,600,1100,P0_T500_W600,self,1,2.9562939730423388,3.575905736672575,2.9562939730423388,3.575905736672575,2.797446160323198,4.005469761819791,0.2,2.0027348809098955,4,0.8440000000000005,1.0,False,True,False,False
8,0,500,600,1100,P0_T500_W600,self,1,2.9562939730423388,3.575905736672575,2.9562939730423388,3.575905736672575,3.02609683644875,3.8618363280138244,0.2,1.9309181640069122,5,0.7800000000000005,1.0,False,True,False,False
8,0,500,600,1100,P0_T500_W600,self,1,2.9562939730423388,3.575905736672575,2.9562939730423388,3.575905736672575,2.9628496166993714,3.640504132557728,0.2,1.820252066278864,6,0.9120000000000006,1.0,False,True,False,False
8,0,500,600,1100,P0_T500_W600,self,1,2.9562939730423388,3.575905736672575,2.9562939730423388,3.575905736672575,3.4368276404386133,3.805310264336872,0.2,1.902655132168436,7,0.7100000000000004,1.0,False,True,False,False
8,0,500,600,1100,P0_T500_W600,self,1,2.9562939730423388,3.575905736672575,2.9562939730423388,3.575905736672575,2.8844872848004313,3.833154038731477,0.2,1.9165770193657385,8,,,True,False,False,True
8,0,500,600,1100,P0_T500_W600,stranger,0,0.7095105535301612,3.575905736672575,0.7095105535301612,3.575905736672575,0.4024613057436018,3.424630628352491,0.2,1.7123153141762455,1,,,True,False,True,False
8,0,500,600,1100,P0_T500_W600,stranger,0,0.7095105535301612,3.575905736672575,0.7095105535301612,3.575905736672575,0.7632932440170561,3.4116497179217404,0.2,1.7058248589608702,2,,,True,False,True,False
8,0,500,600,1100,P0_T500_W600,stranger,0,0.7095105535301612,3.575905736672575,0.7095105535301612,3.575905736672575,0.7755095587216908,3.4914524863083103,0.2,1.7457262431541551,3,,,True,False,True,False
8,0,500,600,1100,P0_T500_W600,stranger,0,0.7095105535301612,3.575905736672575,0.7095105535301612,3.575905736672575,1.1172668261022922,3.677909799749424,0.2,1.838954899874712,4,,,True,False,True,False
8,0,500,600,1100,P0_T500_W600,stranger,0,0.7095105535301612,3.575905736672575,0.7095105535301612,3.575905736672575,0.9600439273045348,4.022459373196789,0.2,2.0112296865983943,5,1.2199999999999984,1.0,False,True,False,False
8,0,500,600,1100,P0_T500_W600,stranger,0,0.7095105535301612,3.575905736672575,0.7095105535301612,3.575905736672575,0.8165718712750141,3.8337660114778433,0.2,1.9168830057389217,6,,,True,False,True,False
8,0,500,600,1100,P0_T500_W600,stranger,0,0.7095105535301612,3.575905736672575,0.7095105535301612,3.575905736672575,1.1485014208960298,3.3051803153761585,0.2,1.6525901576880793,7,,,True,False,True,False
